emp_no,salary
425540,53256
425757,65128
425757,65128
425780,65037
425780,65037
425830,63504
425875,41046
425875,41046
426153,74658
426168,51634
426168,51634
426228,48175
426235,46445
426235,46445
426611,40000
426644,66298
426644,66298
426683,50855
426706,52496
426706,52496
426795,48445
426795,48445
426818,40000
426818,40000
426819,51809
426824,58680
426824,58680
426824,58680
426824,58680
426958,55729
426958,55729
427313,40000
427313,40000
427320,53985
427332,50549
427571,55037
427571,55037
427571,55037
427571,55037
427659,81017
427776,83358
427776,83358
427805,66766
427823,46107
427852,48349
428082,40000
428082,40000
428160,62732
428160,62732
428160,62732
428160,62732
428195,63119
428195,63119
428195,63119
428195,63119
428219,84926
428219,84926
428235,61797
428235,61797
428294,40000
428294,40000
428917,40000
428917,40000
428917,40000
429040,62602
429087,51383
429231,85371
429231,85371
429238,98463
429249,40000
429249,40000
429249,40000
429249,40000
429316,40000
429316,40000
429381,75021
429381,75021
429419,41687
429419,41687
429481,50310
429520,64463
429532,68137
429532,68137
429532,68137
429532,68137
429553,57263
429569,47441
429569,47441
429703,40000
429703,40000
429756,72633
429899,40554
429954,77431
430054,91507
430054,91507
430558,40000
430558,40000
430593,40000
430631,55205
430891,68320
430981,40000
430981,40000
431353,56951
431576,76741
431576,76741
431576,76741
431576,76741
431657,40000
431657,40000
431759,44859
431759,44859
431882,53101
431887,44157
432031,60534
432031,60534
432034,50138
432034,50138
432089,56890
432121,40000
432121,40000
432257,84748
432261,73145
432261,73145
432399,40000
432399,40000
432399,40000
432399,40000
432523,77172
432665,42199
432665,42199
432665,42199
432665,42199
432787,41515
432890,56269
432956,59603
432956,59603
433059,83650
433157,84693
433260,40000
433260,40000
433438,86599
433438,86599
433465,40000
433640,60932
434384,46939
434384,46939
434845,56010
434845,56010
434936,54397
434936,54397
435026,46644
435026,46644
435042,55687
435060,48951
435181,40000
435181,40000
435226,40178
435289,78074
435289,78074
435305,61083
435305,61083
435357,54147
435370,56330
435588,40000
435588,40000
435602,70591
435602,70591
435664,40000
435774,62182
435774,62182
435791,41333
435791,41333
436558,59648
436797,47748
436797,47748
436827,42069
436915,40000
437276,52997
437276,52997
437369,44053
437395,75620
437395,75620
437395,75620
437395,75620
437724,53468
437870,65132
437870,65132
438038,77091
438038,77091
438158,63411
438264,42706
438264,42706
438557,40000
438723,90322
438723,90322
439377,40000
439905,56753
439905,56753
439924,81991
439924,81991
440325,70248
440435,40000
440450,42474
440450,42474
440642,96916
440642,96916
440870,40000
440870,40000
440870,40000
440870,40000
440937,55815
440937,55815
440997,58036
441197,56738
441197,56738
441536,40000
441536,40000
441651,43508
441954,42564
441965,40000
441965,40000
442002,72966
442002,72966
442096,52432
442312,50796
442312,50796
442490,90851
442653,64003
442700,52753
442704,64130
442704,64130
442898,40000
443108,60079
443108,60079
443339,40000
443485,54884
443632,61057
443841,91933
443841,91933
443873,60024
443873,60024
443873,60024
443873,60024
444070,40000
444070,40000
444099,81037
444099,81037
444208,81161
444228,45512
444465,47281
444465,47281
444487,40000
444643,40000
445067,45253
445067,45253
445152,49949
445152,49949
445201,42975
445226,40000
445226,40000
445456,40000
445514,45560
445570,46882
445723,55964
445723,55964
445723,55964
445723,55964
445941,41871
445950,40000
445950,40000
446121,66901
446306,52162
446424,58549
446424,58549
446785,40000
446897,40000
446959,46058
447018,40000
447018,40000
447135,40000
447191,51948
447232,102759
447232,102759
447232,102759
447232,102759
447290,40175
447290,40175
447376,70592
447544,86434
447599,40000
447613,43894
447613,43894
447877,40000
447877,40000
447931,72595
447931,72595
447966,57165
447966,57165
447982,40000
447982,40000
447999,48626
447999,48626
448165,62317
448165,62317
448769,56886
448900,55122
448918,48275
448918,48275
448994,55952
449189,52150
449815,43762
449815,43762
449966,60157
449984,40000
449984,40000
450184,57687
450255,40000
450309,47695
450371,41751
450371,41751
450421,40000
450475,41804
450510,40000
450817,56583
450817,56583
450888,55308
450888,55308
450934,40000
450934,40000
450936,49451
450936,49451
451253,66577
451253,66577
451272,50905
451272,50905
451275,40000
451333,40000
452137,59812
452137,59812
452137,59812
452137,59812
452196,40000
452196,40000
452206,57175
452325,71879
452325,71879
452347,56042
452347,56042
452365,40000
452365,40000
452956,44716
452956,44716
452957,60350
452970,40000
452982,103154
453070,40000
453070,40000
453154,40000
453644,60389
453644,60389
453688,40000
453723,40996
453723,40996
453760,40000
453760,40000
453790,59270
453790,59270
453913,66997
453913,66997
453996,51234
454338,40000
454378,63514
454736,45224
454791,70297
454825,55857
454825,55857
454994,40000
454994,40000
455113,40000
455175,40000
455175,40000
455243,40126
455284,40000
455284,40000
455296,40000
455364,66467
455415,58961
455415,58961
455726,89978
455726,89978
455814,40757
455814,40757
455914,62820
455914,62820
456767,81806
456767,81806
456824,45789
456982,41631
456982,41631
457070,40000
457070,40000
457146,58534
457305,71290
457337,40000
457411,40000
457489,42727
457489,42727
457611,40000
457653,40000
457776,42709
457776,42709
457813,40000
457813,40000
457832,40000
457938,56568
457938,56568
457938,56568
457938,56568
458111,76812
458134,40000
458134,40000
458191,71591
458383,40000
458726,40000
458726,40000
458790,40000
458790,40000
458919,65011
459172,58787
459172,58787
459356,40000
459429,92397
459429,92397
459685,44433
459846,40000
460131,68182
460691,40000
460707,40000
460707,40000
460920,77844
461120,68304
461120,68304
461120,68304
461120,68304
461270,76737
461563,51708
461723,51122
461723,51122
461801,59006
461801,59006
461801,59006
461801,59006
462067,56407
462493,40000
462493,40000
462736,43051
462795,47611
462795,47611
463023,53407
463099,59911
463099,59911
463212,47857
463212,47857
463472,40000
463472,40000
463495,40000
463495,40000
464284,85882
464303,48803
464303,48803
464526,47159
465062,44624
465062,44624
465076,58601
465076,58601
465085,40000
465409,67038
465409,67038
465501,40000
465501,40000
465711,54507
465711,54507
465853,40000
465874,72099
465874,72099
466064,48435
466367,40000
466367,40000
466509,40000
466509,40000
466603,54724
466603,54724
466745,40000
466745,40000
466911,48742
467176,56585
467176,56585
467269,40000
467392,45749
467392,45749
467441,40000
467441,40000
467591,52731
467591,52731
467886,66865
467918,40000
468360,40000
468417,40000
468417,40000
468659,40000
468659,40000
468763,49874
468773,41553
468773,41553
469104,42499
469104,42499
469104,42499
469104,42499
469253,40000
469253,40000
469269,40000
469269,40000
469366,48989
469366,48989
469399,51576
469399,51576
469527,43350
469529,40247
469529,40247
469735,65879
469805,55537
469805,55537
469867,49974
469867,49974
470456,45633
470456,45633
470472,40000
470472,40000
471397,40000
471397,40000
471532,46522
471552,42758
471911,40000
471911,40000
471939,69487
471939,69487
472052,52516
472143,78806
472238,52860
472440,46886
472790,55035
472950,60425
473268,55564
473299,83582
473299,83582
473490,40000
473490,40000
473824,93536
473940,46814
474162,40000
474257,56841
474331,40000
474331,40000
474372,59269
474372,59269
474763,61436
474796,68336
474796,68336
474918,40000
475087,40000
475258,40000
475258,40000
475258,40000
475258,40000
475538,40000
475938,40000
475938,40000
475965,40000
475965,40000
476055,40000
476055,40000
476122,40000
476327,51519
476327,51519
476361,42446
476361,42446
476488,50260
477350,47167
477352,40000
477578,83068
477578,83068
477969,40000
477969,40000
478007,47559
478007,47559
478170,40000
478170,40000
478170,40000
478170,40000
478218,65244
478218,65244
478439,47250
478768,67237
478768,67237
478799,40297
478833,83315
478833,83315
478858,40000
479024,60882
479407,46866
479407,46866
479407,46866
479601,65786
479695,40176
479695,40176
479695,40176
479695,40176
480035,40000
480035,40000
480035,40000
480035,40000
480066,40000
480066,40000
480178,55930
480178,55930
480268,44209
480407,40000
480407,40000
480571,53706
481050,50385
481050,50385
481148,51644
481213,73617
481213,73617
481397,40000
481399,40000
481399,40000
481467,65003
481764,60322
481790,50133
481790,50133
481807,44874
482278,40000
482278,40000
482335,56445
482354,40000
482755,77972
482755,77972
482756,90084
482885,49347
482885,49347
482885,49347
482905,65709
482944,96529
482944,96529
483213,41881
483401,50685
483675,40000
483675,40000
483825,52817
483838,40000
483978,100425
483978,100425
484126,48754
484142,40000
484142,40000
484498,66106
484498,66106
484756,40000
484756,40000
485253,53582
485489,55395
485489,55395
485489,55395
485577,40000
485579,44117
485579,44117
485799,40000
485817,51242
485817,51242
486068,54089
486068,54089
486808,40000
486918,51627
486955,44971
486956,63351
486958,45160
486958,45160
487008,73387
487505,57439
487505,57439
487856,41527
487988,40000
487988,40000
488095,40000
488115,40000
488142,40612
488142,40612
488414,40000
488482,44477
488540,88346
488619,58714
488632,54565
488693,40000
488707,61980
488707,61980
488752,44935
488752,44935
488788,55528
488788,55528
488984,68524
488984,68524
488984,68524
488984,68524
489465,40000
489755,50263
489755,50263
489755,50263
489755,50263
489756,74625
489756,74625
489928,43680
490240,65404
490551,52602
490557,45888
490557,45888
490568,58375
490720,57642
490720,57642
491079,47638
491162,55743
491478,50787
491478,50787
491494,66990
491596,40000
491596,40000
491596,40000
491596,40000
491632,75387
491632,75387
492000,40000
492000,40000
492052,53754
492217,43116
492639,63732
492677,57772
492677,57772
493031,58953
493031,58953
493048,87744
493048,87744
493096,54424
493278,40000
493744,40000
494019,65241
494019,65241
494088,53267
494088,53267
494493,96959
494978,50846
494995,61003
494995,61003
495969,40000
495969,40000
496100,40197
496970,58910
496978,74289
496978,74289
497007,42380
497007,42380
497007,42380
497007,42380
497174,45255
497174,45255
497340,62550
497391,74583
497409,40000
497660,50669
497835,40000
498185,40000
498337,65293
498456,40000
498456,40000
498635,43577
498635,43577
498838,40000
498838,40000
498845,40000
498955,52314
498955,52314
499160,40000
499194,61589
499194,61589
499260,40000
499495,40000
