emp_no,salary
272626,51895
272627,70603
272631,61717
272637,64772
272638,40000
272639,40000
272639,40000
272642,40000
272643,45804
272644,47430
272646,40000
272648,44517
272648,44517
272651,43393
272653,40000
272654,48448
272657,52238
272657,52238
272666,52101
272666,52101
272670,81797
272670,81797
272673,40000
272674,61615
272674,61615
272676,40000
272676,40000
272677,72579
272681,59272
272682,68280
272683,46759
272685,97175
272685,97175
272691,55747
272691,55747
272693,40000
272693,40000
272695,40000
272695,40000
272699,40000
272699,40000
272700,40000
272704,40000
272704,40000
272708,43553
272709,40000
272709,40000
272712,40000
272712,40000
272720,49915
272725,40000
272725,40000
272726,82979
272726,82979
272727,40000
272729,40000
272729,40000
272731,47501
272732,56358
272742,40000
272742,40000
272745,59722
272745,59722
272754,40000
272754,40000
272755,54924
272755,54924
272758,40000
272762,56061
272762,56061
272763,57264
272765,58399
272766,46713
272766,46713
272767,84863
272767,84863
272769,83143
272774,56979
272774,56979
272780,62172
272781,62003
272781,62003
272783,40000
272783,40000
272786,50754
272786,50754
272795,48400
272802,43147
272802,43147
272806,55607
272808,40000
272808,40000
272811,40000
272813,40000
272816,71392
272816,71392
272817,53261
272817,53261
272818,40685
272819,51326
272820,55897
272825,78597
272825,78597
272826,49000
272826,49000
272831,91198
272831,91198
272832,47461
272833,53415
272833,53415
272837,50261
272837,50261
272848,70300
272848,70300
272849,40000
272849,40000
272850,55313
272855,74210
272856,66401
272856,66401
272857,40000
272857,40000
272859,61742
272861,40000
272863,41762
272864,60779
272870,41957
272870,41957
272873,40000
272876,40000
272876,40000
272878,40000
272881,51865
272881,51865
272887,40000
272895,40000
272897,40000
272902,40000
272902,40000
272903,40000
272903,40000
272904,66270
272904,66270
272905,40000
272906,46390
272930,63077
272932,40000
272934,42876
272934,42876
272937,40000
272940,107165
272943,81125
272945,40000
272945,40000
272947,66630
272957,40000
272958,43326
272958,43326
272961,40000
272961,40000
272963,40000
272968,68045
272968,68045
272970,43890
272972,40000
272974,62812
272974,62812
272975,60410
272976,50778
272984,40000
272984,40000
272988,90733
272988,90733
272990,47029
272991,53226
272991,53226
272992,40000
272995,47434
273002,40000
273003,47216
273003,47216
273004,54215
273007,40000
273007,40000
273012,52534
273013,47310
273013,47310
273015,59446
273019,40000
273023,64217
273023,64217
273025,40000
273032,49815
273033,40000
273033,40000
273037,40000
273037,40000
273040,40000
273043,40000
273047,55941
273047,55941
273048,51058
273048,51058
273049,46668
273049,46668
273052,53626
273053,69235
273053,69235
273060,40675
273060,40675
273063,65578
273063,65578
273065,63605
273067,62261
273067,62261
273068,57131
273068,57131
273070,49951
273074,40000
273075,40000
273079,53021
273081,40000
273083,40000
273083,40000
273084,40000
273092,49004
273095,55030
273095,55030
273097,40000
273098,40000
273102,40000
273103,40000
273105,40000
273105,40000
273107,52994
273108,62487
273108,62487
273109,92915
273113,55100
273115,40000
273120,40000
273126,55190
273127,40000
273128,56013
273128,56013
273129,58050
273129,58050
273132,40538
273132,40538
273136,56525
273136,56525
273138,56094
273138,56094
273144,60831
273146,49576
273146,49576
273155,40000
273157,40000
273157,40000
273158,40000
273162,68208
273173,55416
273177,40000
273177,40000
273181,40000
273181,40000
273196,40000
273198,57559
273201,49745
273208,40000
273208,40000
273213,40691
273216,40000
273218,113449
273219,48058
273223,40000
273225,42984
273225,42984
273227,67563
273231,40000
273232,42476
273234,53644
273234,53644
273235,40449
273235,40449
273238,79600
273240,40000
273242,62486
273243,47560
273243,47560
273245,40000
273245,40000
273247,40000
273250,57924
273253,40000
273255,40000
273255,40000
273264,60009
273264,60009
273266,67106
273276,40000
273276,40000
273276,40000
273277,82871
273277,82871
273285,79091
273289,42364
273291,57108
273292,56787
273292,56787
273293,53784
273296,40000
273298,40000
273298,40000
273299,45419
273300,40000
273304,40000
273306,40000
273311,93636
273311,93636
273312,60537
273318,53519
273322,40000
273323,47387
273323,47387
273325,64918
273325,64918
273326,61869
273326,61869
273329,65915
273333,40000
273333,40000
273339,51363
273339,51363
273343,49980
273343,49980
273344,48887
273346,51986
273350,55585
273351,40600
273352,46004
273352,46004
273352,46004
273360,43634
273367,47424
273367,47424
273368,47375
273370,40000
273370,40000
273381,40000
273383,41427
273384,59942
273392,40000
273393,40000
273393,40000
273395,40000
273398,40000
273398,40000
273398,40000
273399,46153
273399,46153
273400,53129
273406,40303
273406,40303
273409,40000
273409,40000
273411,72324
273414,70324
273414,70324
273422,40000
273422,40000
273425,47163
273427,48935
273427,48935
273429,64049
273429,64049
273433,66711
273433,66711
273435,48946
273435,48946
273444,74820
273447,67792
273448,40000
273450,40000
273469,40000
273469,40000
273472,68293
273472,68293
273475,50032
273476,84001
273477,63003
273477,63003
273485,40000
273485,40000
273491,40000
273491,40000
273495,40000
273495,40000
273497,59908
273497,59908
273511,40000
273513,89035
273523,60062
273523,60062
273527,48516
273527,48516
273530,40000
273530,40000
273532,77316
273532,77316
273537,40000
273540,40000
273540,40000
273545,40000
273545,40000
273547,54518
273549,40000
273549,40000
273553,48643
273555,83836
273555,83836
273561,54411
273561,54411
273563,50179
273563,50179
273565,47334
273568,70246
273568,70246
273570,66620
273570,66620
273571,86813
273575,46574
273578,42340
273579,40000
273593,40000
273594,40000
273595,47965
273596,40000
273597,44832
273598,40000
273601,40000
273601,40000
273617,76704
273627,46883
273627,46883
273631,69661
273638,40000
273639,40000
273645,40000
273645,40000
273652,47926
273652,47926
273653,55169
273654,44048
273654,44048
273657,40000
273658,74405
273658,74405
273659,66263
273661,47849
273662,52157
273663,88441
273663,88441
273675,65478
273678,40000
273679,78450
273684,45352
273687,40000
273687,40000
273688,89538
273689,40000
273699,48639
273701,40000
273701,40000
273703,58301
273703,58301
273705,40000
273705,40000
273711,40725
273711,40725
273712,45703
273718,66725
273718,66725
273720,73509
273721,61132
273723,40000
273738,83543
273738,83543
273739,70208
273739,70208
273740,55400
273742,40000
273742,40000
273745,68322
273745,68322
273749,49766
273754,60621
273758,84537
273759,40000
273759,40000
273762,40000
273763,64327
273763,64327
273764,40000
273771,59003
273771,59003
273773,40000
273773,40000
273778,55474
273778,55474
273782,65047
273782,65047
273783,57932
273783,57932
273789,52681
273789,52681
273791,43166
273791,43166
273792,45830
273792,45830
273795,43773
273798,41894
273798,41894
273799,59219
273814,58770
273814,58770
273822,45872
273822,45872
273823,57549
273823,57549
273825,41613
273825,41613
273829,55491
273829,55491
273831,65524
273831,65524
273832,48201
273840,53918
273840,53918
273843,41529
273843,41529
273847,66510
273847,66510
273848,43381
273856,44917
273861,72083
273864,46861
273864,46861
273865,72772
273865,72772
273867,55186
273871,54348
273875,40000
273878,72720
273879,40000
273881,40000
273882,40000
273883,43792
273883,43792
273894,79985
273896,40083
273900,60881
273902,57098
273902,57098
273904,52111
273904,52111
273917,40727
273918,55037
273918,55037
273920,40000
273925,53991
273925,53991
273926,44265
273927,40000
273928,40000
273929,40000
273929,40000
273931,60377
273933,92626
273933,92626
273935,40000
273935,40000
273935,40000
273936,40000
273941,40000
273941,40000
273942,44907
273945,40000
273945,40000
273949,43677
273949,43677
273952,40000
273953,40000
273958,49260
273961,66262
273963,40000
273963,40000
273964,50294
273972,40000
273975,51406
273975,51406
273978,86323
273978,86323
273981,49977
273982,41956
273983,50723
273983,50723
273985,70758
273985,70758
273986,40000
273987,46484
273987,46484
273995,59837
273997,70325
273997,70325
273998,78092
273998,78092
274002,63696
274008,49573
274008,49573
274011,48022
274011,48022
274017,56347
274017,56347
274020,65294
274020,65294
274029,71066
274030,40000
274031,40000
274033,40000
274036,40000
274044,55056
274044,55056
274044,55056
274048,80353
274048,80353
274049,40000
274049,40000
274052,65076
274058,92084
274062,40000
274064,47563
274064,47563
274066,65483
274066,65483
274068,50039
274068,50039
274075,54521
274075,54521
274078,44433
274083,40000
274083,40000
274084,43272
274085,44540
274087,48955
274090,47080
274090,47080
274091,58362
274098,78079
274099,40000
274106,63643
274107,55243
274107,55243
274110,50495
274116,40000
274116,40000
274118,40000
274118,40000
274119,52843
274120,55190
274124,40000
274135,40856
274135,40856
274137,65509
274137,65509
274139,66473
274146,40000
274146,40000
274147,44401
274147,44401
274152,40000
274155,57990
274155,57990
274161,40000
274168,40000
274168,40000
274172,41402
274172,41402
274174,52534
274176,56462
274176,56462
274179,60406
274179,60406
274179,60406
274181,62131
274181,62131
274183,40000
274184,48139
274187,40000
274187,40000
274195,65336
274197,91290
274197,91290
274199,40000
274202,40000
274208,40000
274214,63292
274214,63292
274220,43525
274220,43525
274225,40337
274227,67739
274230,40000
274230,40000
274238,50234
274239,64835
274239,64835
274245,40000
274251,82935
274251,82935
274254,40000
274254,40000
274257,40000
274257,40000
274260,55076
274262,40000
274268,113236
274268,113236
274269,54497
274269,54497
274272,67916
274272,67916
274274,40000
274277,61526
274278,40000
274279,85819
274282,65903
274283,49547
274290,46369
274290,46369
274299,61444
274303,58072
274304,40000
274308,59294
274319,43377
274325,40000
274325,40000
274326,40000
274327,69501
274327,69501
274331,54591
274333,40000
274333,40000
274341,40000
274342,84500
274342,84500
274344,43880
274344,43880
274346,40000
274346,40000
274348,45518
274348,45518
274349,40000
274349,40000
274351,47664
274352,55785
274355,40000
274360,40000
274360,40000
274363,59159
274363,59159
274364,40000
274364,40000
274366,56323
274371,112020
274371,112020
274372,54544
274372,54544
274377,40000
274377,40000
274380,74247
274380,74247
274381,44640
274390,48190
274392,40000
274393,51308
274397,75155
274401,44481
274410,82806
274410,82806
274413,40000
274413,40000
274419,40000
274420,40000
274422,52927
274424,89164
274427,67320
274428,51882
274428,51882
274434,45675
274436,86796
274436,86796
274440,55196
274440,55196
274441,76067
274441,76067
274442,46357
274444,59911
274444,59911
274445,40000
274450,40000
274458,40000
274459,62240
274462,50690
274463,40000
274463,40000
274463,40000
274464,40000
274465,69665
274468,98011
274473,40000
274473,40000
274478,40000
274482,40000
274484,72240
274489,40000
274492,59356
274492,59356
274496,65770
274503,72023
274503,72023
274508,64288
274511,40000
274511,40000
274514,59253
274514,59253
274519,64785
274523,45121
274523,45121
274526,47232
274526,47232
274529,56988
274529,56988
274530,78407
274530,78407
274534,40000
274534,40000
274543,69666
274543,69666
274548,50844
274549,59596
274549,59596
274550,40321
274550,40321
274554,56199
274554,56199
274560,40000
274563,41256
274563,41256
274564,63208
274569,40000
274569,40000
274570,64760
274572,40000
274574,82083
274574,82083
274576,40000
274576,40000
274584,44861
274585,50350
274585,50350
274586,53478
274586,53478
274595,53982
274596,79183
274598,44476
274603,47038
274603,47038
274606,40000
274606,40000
274612,64136
274620,40000
274621,40000
274621,40000
274624,52377
274625,80053
274627,40504
274627,40504
274643,80640
274645,45438
274646,48635
274646,48635
274658,63069
274659,74820
274667,44497
274667,44497
274673,40000
274676,40000
274679,63290
274679,63290
274683,40000
274689,40000
274689,40000
274690,42620
274696,56487
274701,51727
274704,64892
274704,64892
274706,56651
274710,80991
274711,79025
274713,40000
274714,40000
274716,40000
274716,40000
274721,40000
274725,40000
274729,58984
274729,58984
274729,58984
274731,51765
274731,51765
274732,60379
274732,60379
274735,63733
274742,52835
274742,52835
274743,81844
274743,81844
274746,46385
274748,40000
274749,40000
274754,51178
274755,40000
274757,66163
274757,66163
274760,67804
274760,67804
274761,40000
274761,40000
274764,40000
274765,40000
274765,40000
274767,50660
274767,50660
274769,41836
274772,50299
274772,50299
274785,77694
274785,77694
274789,68895
274790,51127
274794,49778
274795,40000
274795,40000
274806,66583
274806,66583
274809,40000
274809,40000
274816,66907
274816,66907
274817,40417
274817,40417
274820,40000
274820,40000
274825,40000
274825,40000
274826,40000
274832,88950
274833,40000
274836,40090
274836,40090
274838,44842
274842,56597
274845,40000
274845,40000
274846,73592
274856,65798
274857,40000
274857,40000
274858,40000
274858,40000
274868,42259
274868,42259
274869,40000
274872,60304
274872,60304
274874,40000
274874,40000
274875,48410
274879,51486
274884,64506
274886,40000
274893,76796
274893,76796
274894,40000
274896,86278
274896,86278
274898,43323
274898,43323
274899,60016
274903,78539
274903,78539
274904,44826
274907,68277
274907,68277
274910,80003
274910,80003
274913,46558
274913,46558
274919,46543
274925,40000
274925,40000
274927,40000
274930,53025
274930,53025
274932,69901
274932,69901
274935,40000
274945,40000
274951,61815
274955,40000
274955,40000
274971,49406
274971,49406
274972,40000
274976,58131
274980,63838
274980,63838
274983,52206
274984,53151
274985,57279
274986,62713
274987,54424
274991,99624
274991,99624
274993,40000
274993,40000
274994,72901
274996,40000
274996,40000
274998,40000
275001,68485
275001,68485
275002,48898
275004,77242
275005,40000
275005,40000
275008,40000
275008,40000
275009,40570
275011,60017
275011,60017
275014,56231
275020,48335
275022,59381
275022,59381
275026,40000
275027,51128
275032,40000
275035,52416
275035,52416
275036,40000
275036,40000
275037,65346
275037,65346
275040,48112
275040,48112
275042,47917
275043,40000
275048,40000
275048,40000
275054,48453
275054,48453
275070,40000
275070,40000
275074,40000
275074,40000
275076,40000
275076,40000
275083,40000
275085,40000
275085,40000
275088,44767
275088,44767
275090,77650
275090,77650
275091,88194
275092,40000
275099,63087
275100,60105
275102,63838
275106,40000
275107,71904
275110,65350
275110,65350
275115,55191
275120,57206
275120,57206
275126,56868
275126,56868
275133,73969
275138,40748
275138,40748
275139,53843
275144,41226
275144,41226
275148,40000
275150,63738
275155,40000
275160,56657
275165,82387
275166,57670
275166,57670
275175,40000
275175,40000
275181,40000
275181,40000
275182,78472
275184,40000
275184,40000
275189,45637
275189,45637
275190,101122
275194,46136
275194,46136
275200,40000
275200,40000
275207,85353
275207,85353
275209,40000
275211,63654
275214,40000
275220,40000
275220,40000
275221,40000
275225,54617
275228,40000
275228,40000
275229,40000
275234,40000
275234,40000
275236,52438
275237,41786
275239,40000
275239,40000
275252,40000
275252,40000
275256,43348
275256,43348
275257,46995
275257,46995
275258,74212
275258,74212
275261,40000
275264,40000
275266,63826
275269,40000
275270,41980
275272,83556
275272,83556
275275,40000
275281,84368
275281,84368
275283,55602
275285,44323
275288,60653
275288,60653
275292,40000
275293,67462
275296,40000
275303,47024
275308,72459
275308,72459
275309,50289
275313,45798
275313,45798
275315,40815
275315,40815
275319,44383
275325,54842
275334,40000
275334,40000
275337,65673
275337,65673
275340,54086
275340,54086
275343,43583
275347,85607
275347,85607
275348,74117
275352,40000
275352,40000
275354,49251
275354,49251
275356,40000
275357,46312
275357,46312
275359,86215
275364,40000
275367,46907
275369,74162
275370,40000
275372,49344
275372,49344
275374,40000
275374,40000
275378,40000
275379,62609
275379,62609
275382,56430
275386,83406
275389,40000
275392,88061
275393,47846
275394,48319
275403,63360
275405,43112
275405,43112
275407,40000
275407,40000
275410,40000
275410,40000
275411,87100
275412,73718
275421,79820
275421,79820
275424,40462
275426,47990
275428,48970
275428,48970
275429,40000
275431,40000
275435,54675
275447,40000
275447,40000
275448,50103
275449,53607
275453,40000
275458,56596
275460,46022
275461,61845
275461,61845
275466,54370
275466,54370
275467,64030
275467,64030
275469,41361
275469,41361
275477,40000
275478,40000
275479,63085
275479,63085
275487,51896
275487,51896
275501,41817
275502,46751
275502,46751
275504,52126
275504,52126
275509,84660
275509,84660
275510,40000
275510,40000
275512,74083
275512,74083
275515,40000
275516,49766
275516,49766
275517,40000
275517,40000
275523,72604
275527,48594
275531,52385
275531,52385
275532,40000
275533,72289
275533,72289
275534,48146
275534,48146
275539,63553
275542,40000
275543,45871
275545,46637
275545,46637
275546,40000
275549,40000
275552,40000
275555,50810
275556,76623
275559,40000
275562,62821
275564,66178
275564,66178
275565,40000
275566,40000
275566,40000
275568,40000
275568,40000
275569,40000
275570,76820
275570,76820
275577,40000
275579,102442
275581,40000
275582,40000
275583,54011
275584,40000
275588,72975
275593,57972
275599,62267
275599,62267
275602,46916
275603,65064
275603,65064
275606,40000
275606,40000
275607,60635
275607,60635
275610,52085
275612,40000
275617,43835
275617,43835
275620,60157
275622,53289
275624,70710
275626,56753
275627,40000
275630,46324
275634,40000
275634,40000
275639,62187
275639,62187
275641,50413
275641,50413
275643,57015
275643,57015
275648,49054
275648,49054
275661,74812
275665,64300
275665,64300
275669,40000
275669,40000
275674,43636
275675,40000
275675,40000
275678,41864
275681,40000
275681,40000
275683,63168
275683,63168
275686,44496
275688,90045
275689,40000
275689,40000
275692,80766
275692,80766
275700,44067
275700,44067
275701,75829
275702,52048
275703,40000
275706,59173
275706,59173
275707,79590
275710,51041
275710,51041
275711,49466
275711,49466
275712,50336
275719,40000
275720,70079
275721,50840
275721,50840
275722,40000
275722,40000
275724,62542
275729,47894
275735,40000
275735,40000
275739,60548
275741,63636
275741,63636
275747,40000
275751,62788
275751,62788
275752,40000
275754,83874
275754,83874
275755,66839
275755,66839
275757,47953
275757,47953
275762,68879
275762,68879
275766,42303
275767,67739
275770,45687
275770,45687
275775,40000
275775,40000
275785,45365
275785,45365
275792,41193
275792,41193
275798,40000
275803,40000
275805,40000
275808,87168
275809,40000
275810,56379
275810,56379
275811,54185
275811,54185
275811,54185
275814,54926
275816,55026
275816,55026
275818,40000
275818,40000
275819,65575
275819,65575
275821,68892
275823,40858
275824,52584
275828,55439
275828,55439
275834,50032
275835,71263
275835,71263
275837,40000
275839,71738
275844,40000
275844,40000
275847,40000
275847,40000
275848,44160
275851,40000
275854,41386
275858,91747
275858,91747
275862,42596
275863,40000
275865,40000
275865,40000
275872,61830
275872,61830
275873,40000
275873,40000
275877,40000
275880,41094
275883,51907
275890,53177
275890,53177
275891,40000
275893,44734
275896,46748
275896,46748
275907,40000
275908,40000
275908,40000
275911,46166
275920,57863
275928,69263
275928,69263
275930,49263
275930,49263
275931,54205
275931,54205
275932,73157
275932,73157
275939,45478
275939,45478
275940,55041
275941,40000
275944,51549
275944,51549
275947,65039
275947,65039
275954,40000
275955,40000
275955,40000
275957,69614
275964,49840
275966,53865
275967,65484
275977,72598
275977,72598
275978,40000
275978,40000
275980,85283
275980,85283
275983,45650
275985,40000
275987,51788
275987,51788
275988,77812
275990,44499
275990,44499
275991,40000
275991,40000
275997,40000
276002,40000
276002,40000
276006,79949
276006,79949
276010,56029
276010,56029
276019,40000
276019,40000
276026,40000
276028,43223
276028,43223
276029,89639
276029,89639
276031,77438
276033,40000
276034,40000
276034,40000
276037,40000
276038,47125
276040,40000
276042,40907
276042,40907
276044,48080
276044,48080
276046,64857
276046,64857
276048,45778
276053,69751
276053,69751
276054,40000
276054,40000
276056,40000
276056,40000
276058,48872
276063,47120
276067,64686
276072,63108
276072,63108
276073,40000
276073,40000
276074,40000
276074,40000
276079,79890
276079,79890
276087,64766
276088,66286
276088,66286
276089,54001
276089,54001
276090,57392
276091,77397
276098,59492
276107,67300
276112,40000
276112,40000
276113,59460
276113,59460
276114,65774
276114,65774
276117,50474
276117,50474
276118,57223
276120,40000
276120,40000
276127,40000
276128,83101
276140,40000
276143,74853
276143,74853
276153,41491
276153,41491
276162,45224
276162,45224
276166,59087
276166,59087
276173,46361
276174,40000
276176,74315
276176,74315
276177,40000
276178,40000
276178,40000
276179,51098
276179,51098
276197,40000
276200,47415
276218,50144
276218,50144
276222,47900
276222,47900
276224,82961
276225,42262
276225,42262
276228,40000
276228,40000
276236,66786
276236,66786
276240,40000
276242,40000
276243,40000
276243,40000
276244,71246
276244,71246
276245,40000
276245,40000
276254,40554
276254,40554
276255,55111
276258,59309
276258,59309
276261,40000
276262,59222
276263,40000
276264,54425
276264,54425
276266,40000
276268,40000
276271,62208
276271,62208
276272,42317
276273,56929
276273,56929
276275,40000
276275,40000
276281,41617
276281,41617
276287,85567
276289,78960
276292,40000
276293,67927
276293,67927
276294,40000
276296,50755
276296,50755
276299,40000
276299,40000
276314,66611
276314,66611
276317,40000
276318,40036
276319,50442
276327,59341
276327,59341
276327,59341
276335,63849
276335,63849
276337,41118
276342,61340
276344,40000
276345,44937
276345,44937
276346,93188
276346,93188
276347,46037
276347,46037
276349,62501
276355,56785
276359,49870
276359,49870
276360,40000
276360,40000
276362,48714
276364,49364
276364,49364
276369,59112
276370,40000
276370,40000
276371,40080
276371,40080
276377,40000
276378,40000
276381,52829
276389,64881
276393,69784
276393,69784
276395,44539
276403,56772
276405,40000
276409,54757
276412,59635
276412,59635
276413,47685
276413,47685
276415,62338
276416,70276
276423,79309
276423,79309
276426,62996
276431,40000
276433,42284
276433,42284
276437,49716
276437,49716
276448,55554
276450,47646
276451,70445
276451,70445
276455,89931
276455,89931
276457,40000
276458,40000
276458,40000
276463,41385
276463,41385
276464,63781
276464,63781
276466,52015
276467,45318
276468,65998
276471,94825
276474,70886
276475,53480
276476,40000
276481,82272
276484,45595
276486,40000
276488,40344
276488,40344
276494,66983
276495,41428
276497,40000
276499,69568
276502,40000
276502,40000
276503,46345
276507,75293
276507,75293
276514,54021
276515,40000
276515,40000
276517,51421
276518,47900
276524,40000
276528,40000
276531,75961
276540,61907
276541,40000
276541,40000
276542,40000
276542,40000
276543,40000
276545,40000
276545,40000
276546,45318
276565,43658
276565,43658
276571,40000
276576,73373
276578,77104
276578,77104
276584,52257
276584,52257
276586,40000
276586,40000
276597,40600
276607,44661
276612,40000
276616,40000
276616,40000
276619,40927
276622,51948
276626,44576
276626,44576
276627,71946
276627,71946
276632,49776
276633,120127
276633,120127
276636,40000
276636,40000
276640,56778
276640,56778
276643,40000
276644,47727
276646,40000
276648,68814
276650,40000
276650,40000
276657,62953
276657,62953
276659,40000
276666,40000
276666,40000
276668,57450
276668,57450
276670,47569
276670,47569
276677,56736
276681,71358
276681,71358
276683,40000
276683,40000
276683,40000
276685,88043
276685,88043
276686,53479
276691,43628
276691,43628
276693,92252
276693,92252
276694,40000
276694,40000
276694,40000
276695,40000
276695,40000
276696,40000
276696,40000
276700,40000
276701,54966
276705,48147
276705,48147
276714,40000
276715,67846
276719,40000
276719,40000
276720,40000
276720,40000
276722,79524
276723,54340
276727,55944
276728,46680
276729,41085
276733,55685
276733,55685
276739,62669
276739,62669
276740,40000
276741,40000
276744,40000
276744,40000
276746,40000
276747,46534
276749,44797
276755,110998
276755,110998
276764,62510
276764,62510
276766,53978
276766,53978
276767,40000
276767,40000
276768,74703
276771,49556
276771,49556
276773,40000
276773,40000
276774,40000
276774,40000
276776,40000
276781,44880
276781,44880
276786,46536
276786,46536
276792,73463
276797,46064
276800,81673
276800,81673
276812,40000
276814,54957
276818,63523
276820,40000
276822,40000
276822,40000
276824,50238
276824,50238
276831,50763
276831,50763
276835,68227
276837,63872
276837,63872
276841,55210
276844,84524
276847,61243
276848,40000
276850,67256
276851,40000
276854,40000
276854,40000
276859,40000
276864,54465
276867,49561
276873,57974
276876,48097
276876,48097
276878,57684
276879,40000
276879,40000
276880,50294
276880,50294
276884,40000
276884,40000
276889,40000
276890,40000
276890,40000
276891,40000
276896,72607
276896,72607
276898,40000
276898,40000
276900,43052
276900,43052
276910,40000
276910,40000
276912,40000
276912,40000
276913,44448
276913,44448
276915,70148
276918,40000
276926,40000
276927,40000
276928,77696
276928,77696
276932,40000
276933,40000
276941,62818
276943,43144
276944,49936
276945,51428
276947,67993
276948,48159
276950,42196
276950,42196
276952,49512
276954,80425
276961,40000
276969,70209
276971,40000
276972,79181
276972,79181
276975,82934
276976,40000
276976,40000
276978,40000
276981,41424
276982,43865
276982,43865
276986,40000
276989,72014
276989,72014
276993,44850
276999,54600
277003,47946
277003,47946
277016,68218
277018,40000
277018,40000
277019,74244
277019,74244
277020,58032
277021,51446
277025,40000
277029,40000
277032,71255
277032,71255
277033,50293
277033,50293
277035,40000
277037,54444
277038,40000
277038,40000
277045,51373
277045,51373
277046,40000
277046,40000
277049,40000
277055,46525
277060,62189
277060,62189
277065,65425
277066,70500
277066,70500
277074,40000
277075,40000
277077,53049
277077,53049
277082,40000
277082,40000
277085,58647
277085,58647
277086,46499
277094,40000
277095,66742
277095,66742
277101,82366
277101,82366
277105,58957
277123,41198
277123,41198
277127,40000
277127,40000
277129,40000
277130,40000
277134,40000
277134,40000
277137,46817
277143,47575
277144,40000
277144,40000
277146,95244
277146,95244
277153,49861
277153,49861
277156,40000
277156,40000
277156,40000
277157,76285
277157,76285
277160,40000
277160,40000
277165,40000
277166,48510
277172,46197
277172,46197
277182,51624
277182,51624
277187,69426
277203,63506
277203,63506
277204,47604
277204,47604
277205,74198
277205,74198
277209,72873
277209,72873
277212,57395
277216,47439
277220,75411
277224,73400
277235,57406
277235,57406
277239,49103
277239,49103
277242,40000
277246,40000
277248,60581
277248,60581
277252,40000
277253,40000
277255,46509
277258,40000
277274,43916
277274,43916
277276,48151
277276,48151
277280,63122
277280,63122
277281,40000
277286,82310
277286,82310
277287,77219
277288,40000
277288,40000
277290,41314
277290,41314
277292,73605
277292,73605
277294,46436
277295,40000
277296,74172
277296,74172
277297,64597
277297,64597
277298,74540
277298,74540
277302,40121
277308,75970
277308,75970
277312,49207
277318,63225
277318,63225
277319,81843
277319,81843
277328,63625
277330,40000
277331,47627
277332,47169
277334,40000
277334,40000
277336,40473
277336,40473
277339,41603
277348,48178
277350,52419
277350,52419
277351,47638
277353,40000
277353,40000
277353,40000
277357,46560
277357,46560
277358,40000
277359,42135
277361,40000
277361,40000
277366,56068
277366,56068
277372,57848
277372,57848
277376,72430
277376,72430
277380,40000
277380,40000
277382,62060
277383,40000
277384,40000
277384,40000
277387,73885
277389,42181
277393,40000
277404,78274
277404,78274
277409,45140
277409,45140
277411,40000
277415,51226
277418,67998
277418,67998
277423,40000
277426,84457
277436,63933
277442,42276
277442,42276
277452,42145
277455,53161
277465,41770
277465,41770
277467,43067
277472,49033
277472,49033
277473,72342
277473,72342
277474,43232
277476,49845
277490,40000
277490,40000
277494,40000
277495,53779
277495,53779
277496,94007
277501,56211
277502,55635
277503,45030
277503,45030
277506,40000
277506,40000
277508,50617
277510,48063
277511,40000
277511,40000
277515,40000
277518,44712
277518,44712
277521,40000
277523,40559
277523,40559
277526,78458
277526,78458
277528,78363
277531,40000
277537,64328
277542,40000
277549,71767
277554,93272
277554,93272
277558,72528
277561,71483
277561,71483
277566,41741
277566,41741
277571,66018
277572,40000
277577,70992
277580,64288
277580,64288
277584,69643
277584,69643
277587,61931
277587,61931
277588,68117
277588,68117
277592,50736
277595,40000
277595,40000
277597,40111
277598,65814
277600,47450
277606,40000
277608,64364
277608,64364
277612,65517
277612,65517
277619,52918
277619,52918
277620,62523
277621,40000
277624,57483
277625,40000
277628,40000
277632,55343
277633,76984
277633,76984
277636,40000
277637,59415
277639,40000
277641,40000
277645,62407
277646,54787
277646,54787
277655,40000
277656,58006
277657,40000
277660,40000
277661,65535
277661,65535
277666,58492
277682,70578
277683,40000
277683,40000
277694,114104
277694,114104
277695,40000
277695,40000
277700,87784
277702,57857
277707,49169
277708,57486
277708,57486
277709,52221
277709,52221
277713,40815
277713,40815
277717,57493
277719,54264
277719,54264
277720,50478
277729,40000
277729,40000
277730,78342
277731,40000
277731,40000
277734,44428
277735,52754
277742,40000
277742,40000
277745,53167
277745,53167
277746,40000
277746,40000
277750,64205
277755,40000
277759,40000
277759,40000
277762,46181
277762,46181
277764,44979
277765,48310
277766,83287
277776,70462
277776,70462
277781,57148
277784,55677
277784,55677
277788,40000
277789,63486
277789,63486
277793,45453
277794,63906
277794,63906
277797,40000
277799,46629
277804,54741
277804,54741
277805,63884
277805,63884
277806,61668
277806,61668
277815,82003
277819,57711
277820,45615
277822,40000
277822,40000
277824,70516
277833,40000
277833,40000
277835,55498
277840,47408
277841,61470
277842,40000
277842,40000
277850,69663
277852,70750
277853,62570
277854,56231
277854,56231
277867,40000
277869,55457
277869,55457
277886,61591
277887,40000
277887,40000
277889,56740
277892,47112
277892,47112
277892,47112
277895,42023
277896,63056
277896,63056
277898,63971
277898,63971
277899,40000
277901,68902
277909,55031
277909,55031
277910,40000
277910,40000
277911,64676
277911,64676
277912,40000
277912,40000
277916,40000
277921,45706
277921,45706
277928,40000
277928,40000
277932,74674
277935,40000
277937,40000
277937,40000
